timestamps,stimulus,TP9,AF7,AF8,TP10,Right AUX
1758510883.7588437,RECT,-45.8984375,-4.39453125,-49.8046875,-19.53125,-353.515625
1758510883.76275,RECT,-40.0390625,5.859375,-61.03515625,-24.4140625,-171.875
1758510883.7666562,RECT,-31.73828125,-4.8828125,-88.8671875,-25.87890625,51.7578125
1758510883.7705624,RECT,-40.52734375,-15.625,-86.42578125,-21.484375,4.8828125
1758510883.7744687,RECT,-61.03515625,-12.6953125,-83.984375,-26.85546875,-213.8671875
1758510883.778375,RECT,-52.24609375,-21.484375,-100.5859375,-34.66796875,177.24609375
1758510883.7822812,RECT,-26.3671875,-26.85546875,-99.12109375,-29.296875,999.51171875
1758510883.7861874,RECT,-33.203125,-21.97265625,-78.125,-32.71484375,572.265625
1758510883.7900937,RECT,-53.7109375,-7.8125,-87.890625,-44.43359375,-322.265625
1758510883.792125,RECT,-51.7578125,-7.32421875,-81.0546875,-40.0390625,-316.40625
1758510883.7960312,RECT,-21.97265625,-20.99609375,-41.015625,-27.83203125,-203.61328125
1758510883.7999375,RECT,-14.6484375,-14.6484375,-41.015625,-32.71484375,-261.23046875
1758510883.8038437,RECT,-40.52734375,-10.25390625,-57.12890625,-39.0625,-272.4609375
1758510883.80775,RECT,-47.8515625,-13.671875,-90.8203125,-38.0859375,-174.8046875
1758510883.8116562,RECT,-10.25390625,-6.34765625,-141.11328125,-23.92578125,-48.828125
1758510883.8155625,RECT,1.46484375,1.953125,-158.69140625,-18.06640625,-23.92578125
1758510883.8194687,RECT,-48.828125,-10.25390625,-122.55859375,-43.9453125,-119.140625
1758510883.823375,RECT,-70.80078125,-29.296875,-90.33203125,-45.41015625,251.953125
1758510883.8272812,RECT,-44.921875,-28.3203125,-81.0546875,-39.0625,162.109375
1758510883.8311875,RECT,-30.2734375,-20.01953125,-88.8671875,-46.38671875,-251.953125
1758510883.8350937,RECT,-46.875,-22.94921875,-102.5390625,-39.0625,-31.25
1758510883.837125,RECT,-62.01171875,-11.71875,-120.1171875,-33.203125,12.20703125
1758510883.8410313,RECT,-55.17578125,0.0,-136.71875,-43.45703125,-271.97265625
1758510883.8449376,RECT,-40.52734375,-8.30078125,-127.9296875,-49.31640625,-336.42578125
1758510883.8488438,RECT,-45.8984375,-10.25390625,-134.27734375,-50.29296875,-135.7421875
1758510883.85275,RECT,-72.75390625,-5.859375,-149.90234375,-53.22265625,-103.515625
1758510883.8566563,RECT,-72.265625,-18.06640625,-125.9765625,-55.17578125,-148.4375
1758510883.8605626,RECT,-50.78125,-29.78515625,-107.91015625,-62.98828125,-114.2578125
1758510883.8644688,RECT,-50.29296875,-17.08984375,-104.4921875,-60.05859375,393.5546875
1758510883.868375,RECT,-77.1484375,-9.27734375,-90.8203125,-61.5234375,614.74609375
1758510883.8722813,RECT,-88.8671875,-20.01953125,-92.28515625,-72.265625,5.37109375
1758510883.8761876,RECT,-59.08203125,-18.06640625,-103.515625,-58.10546875,-223.14453125
1758510883.8800938,RECT,-39.0625,-9.27734375,-115.234375,-40.0390625,67.87109375
1758510883.883125,RECT,-45.41015625,1.46484375,-114.74609375,-31.73828125,208.49609375
1758510883.8870313,RECT,-57.12890625,10.25390625,-99.12109375,-34.66796875,-117.67578125
1758510883.8909376,RECT,-54.19921875,1.46484375,-99.609375,-41.50390625,-247.0703125
1758510883.8948438,RECT,-36.62109375,-5.859375,-92.7734375,-35.64453125,-2.44140625
1758510883.89875,RECT,-40.52734375,-7.8125,-68.359375,-31.25,6.34765625
1758510883.9026563,RECT,-64.94140625,-10.25390625,-62.98828125,-51.7578125,-220.21484375
1758510883.9065626,RECT,-61.03515625,-11.71875,-82.51953125,-51.26953125,-5.859375
1758510883.9104688,RECT,-26.85546875,-23.92578125,-107.421875,-35.64453125,198.73046875
1758510883.914375,RECT,-27.83203125,-36.1328125,-97.16796875,-35.15625,-59.5703125
1758510883.9182813,RECT,-62.01171875,-9.765625,-68.359375,-36.62109375,-317.87109375
1758510883.9221876,RECT,-66.40625,-5.859375,-56.640625,-36.1328125,-233.3984375
1758510883.9260938,RECT,-34.66796875,-17.578125,-72.75390625,-22.94921875,198.73046875
1758510883.927125,STAR,-13.18359375,1.46484375,-90.33203125,-19.53125,36.62109375
1758510883.9310312,STAR,-25.87890625,16.6015625,-76.171875,-15.625,-302.734375
1758510883.9349375,STAR,-33.203125,19.04296875,-71.77734375,-14.16015625,-207.03125
1758510883.9388437,STAR,-8.7890625,16.6015625,-82.51953125,-5.859375,46.38671875
1758510883.94275,STAR,5.859375,1.46484375,-85.9375,1.46484375,25.390625
1758510883.9466562,STAR,-20.99609375,-23.4375,-89.35546875,-17.578125,-41.015625
1758510883.9505625,STAR,-51.26953125,-26.85546875,-97.16796875,-24.4140625,299.8046875
1758510883.9544687,STAR,-36.1328125,-3.41796875,-90.33203125,-4.8828125,930.6640625
1758510883.958375,STAR,-5.37109375,-0.48828125,-72.75390625,1.46484375,622.55859375
1758510883.9622812,STAR,-8.7890625,-5.859375,-60.05859375,-6.8359375,-243.65234375
1758510883.9661875,STAR,-40.52734375,6.34765625,-59.5703125,-11.23046875,-292.96875
1758510883.9700937,STAR,-43.9453125,-2.44140625,-65.4296875,-21.97265625,-254.39453125
1758510883.972125,RECT,-13.671875,-4.8828125,-52.734375,-15.13671875,-332.51953125
1758510883.9760313,RECT,-2.44140625,15.13671875,-28.80859375,-2.9296875,-258.30078125
1758510883.9799376,RECT,-34.1796875,-3.90625,-36.62109375,-18.06640625,-182.6171875
1758510883.9838438,RECT,-46.875,-22.94921875,-56.640625,-29.78515625,-269.04296875
1758510883.98775,RECT,-14.16015625,-21.484375,-54.19921875,-22.4609375,-230.95703125
1758510883.9916563,RECT,-7.8125,-28.3203125,-46.38671875,-16.11328125,-48.828125
1758510883.9955626,RECT,-35.15625,-15.13671875,-57.6171875,-15.625,435.546875
1758510883.9994688,RECT,-53.22265625,-10.25390625,-63.96484375,-23.92578125,508.30078125
1758510884.003375,RECT,-44.921875,-16.11328125,-52.734375,-37.109375,-148.92578125
1758510884.0072813,RECT,-31.25,-13.18359375,-60.05859375,-34.66796875,-201.171875
1758510884.0111876,RECT,-57.6171875,-7.8125,-70.80078125,-37.59765625,129.39453125
1758510884.0150938,RECT,-75.1953125,-11.71875,-80.078125,-39.55078125,-130.859375
1758510884.017125,STAR,-45.8984375,-34.66796875,-66.89453125,-32.2265625,-366.2109375
1758510884.0210311,STAR,-27.83203125,-37.109375,-37.109375,-41.9921875,-148.4375
1758510884.0249374,STAR,-36.1328125,-14.6484375,-31.73828125,-45.41015625,-95.21484375
1758510884.0288436,STAR,-52.734375,-6.8359375,-57.12890625,-39.0625,-311.5234375
1758510884.03275,STAR,-41.50390625,-8.7890625,-78.125,-22.4609375,-342.28515625
1758510884.0366561,STAR,-6.8359375,-10.25390625,-76.171875,-8.7890625,171.875
1758510884.0405624,STAR,-7.32421875,-16.11328125,-41.50390625,-15.625,291.015625
1758510884.0444686,STAR,-34.1796875,-19.04296875,-11.71875,-26.85546875,-88.37890625
1758510884.048375,STAR,-39.55078125,-11.71875,-22.4609375,-22.4609375,-105.46875
1758510884.0522811,STAR,-15.625,-8.30078125,-22.4609375,-12.6953125,320.3125
1758510884.0561874,STAR,8.30078125,-11.71875,-38.0859375,7.8125,818.359375
1758510884.0600936,STAR,-5.37109375,-19.53125,-34.1796875,7.32421875,200.68359375
1758510884.077125,RECT,-33.69140625,-26.3671875,3.41796875,-17.578125,-386.71875
1758510884.0810313,RECT,-14.6484375,-12.6953125,18.5546875,-11.71875,-233.88671875
1758510884.0849376,RECT,-0.48828125,5.37109375,10.7421875,-10.25390625,-184.5703125
1758510884.0888438,RECT,-15.625,11.23046875,-13.671875,-8.30078125,-192.3828125
1758510884.09275,RECT,-30.2734375,4.39453125,-21.484375,0.0,-177.734375
1758510884.0966563,RECT,-16.11328125,-1.953125,-36.1328125,-4.39453125,49.8046875
1758510884.1005626,RECT,27.34375,4.39453125,-64.453125,13.18359375,158.203125
1758510884.1044688,RECT,30.2734375,16.11328125,-51.26953125,30.2734375,-106.93359375
1758510884.108375,RECT,0.48828125,26.3671875,-21.484375,30.2734375,-295.8984375
1758510884.1122813,RECT,10.7421875,18.5546875,-8.7890625,38.57421875,77.1484375
1758510884.1161876,RECT,36.1328125,-3.90625,-0.48828125,34.66796875,112.3046875
1758510884.1200938,RECT,38.57421875,-8.30078125,-16.6015625,24.4140625,-82.03125
1758510884.122125,RECT,16.11328125,-9.765625,-76.66015625,21.97265625,-14.6484375
1758510884.1260312,RECT,0.0,-13.671875,-81.54296875,13.18359375,41.015625
1758510884.1299374,RECT,21.97265625,-7.32421875,-30.2734375,10.25390625,-190.4296875
1758510884.1338437,RECT,34.66796875,-2.9296875,-18.5546875,10.7421875,-240.72265625
1758510884.13775,RECT,0.9765625,-3.90625,-14.6484375,-10.25390625,-84.47265625
1758510884.1416562,RECT,-22.94921875,2.9296875,-25.390625,-7.32421875,39.0625
1758510884.1455624,RECT,-3.41796875,4.39453125,-45.41015625,-1.46484375,37.59765625
1758510884.1494687,RECT,9.765625,-12.20703125,-20.5078125,-18.5546875,3.41796875
1758510884.153375,RECT,-4.39453125,-24.4140625,-11.23046875,-14.6484375,269.04296875
1758510884.1572812,RECT,-33.69140625,-25.87890625,-15.625,-10.25390625,667.48046875
1758510884.1611874,RECT,-35.64453125,-22.94921875,-6.34765625,-28.3203125,184.08203125
1758510884.1650937,RECT,-4.8828125,-6.8359375,-13.18359375,-33.203125,-305.6640625
1758510884.168125,STAR,-1.46484375,7.8125,-30.2734375,-20.5078125,-204.58984375
1758510884.1720312,STAR,-29.296875,12.6953125,-38.57421875,-20.5078125,-91.796875
1758510884.1759374,STAR,-35.15625,10.7421875,-35.64453125,-27.34375,-158.203125
1758510884.1798437,STAR,-6.34765625,17.578125,-48.33984375,-16.11328125,-322.75390625
1758510884.18375,STAR,6.8359375,21.97265625,-60.546875,2.44140625,-52.734375
1758510884.1876562,STAR,-29.78515625,4.8828125,-32.2265625,-9.765625,40.52734375
1758510884.1915624,STAR,-57.6171875,-16.11328125,5.859375,-32.2265625,-151.3671875
1758510884.1954687,STAR,-33.69140625,-15.13671875,6.34765625,-32.2265625,-215.8203125
1758510884.199375,STAR,-10.7421875,0.0,-16.6015625,-19.53125,327.1484375
1758510884.2032812,STAR,-28.80859375,-6.34765625,-24.90234375,-20.99609375,255.859375
1758510884.2071874,STAR,-54.19921875,-21.484375,-19.04296875,-33.69140625,-377.44140625
1758510884.2110937,STAR,-30.76171875,-19.53125,6.8359375,-23.92578125,-221.6796875
1758510884.212125,RECT,-3.90625,-21.484375,21.484375,-20.5078125,-93.26171875
1758510884.2160313,RECT,-12.20703125,-26.85546875,0.9765625,-23.92578125,-243.65234375
1758510884.2199376,RECT,-29.296875,-36.62109375,-19.04296875,-17.08984375,-332.03125
1758510884.2238438,RECT,-30.76171875,-36.1328125,-17.08984375,-14.6484375,-199.70703125
1758510884.22775,RECT,-19.04296875,-27.83203125,13.671875,-17.08984375,-29.78515625
1758510884.2316563,RECT,-26.3671875,-26.3671875,59.08203125,-19.53125,21.484375
1758510884.2355626,RECT,-54.6875,-24.90234375,71.2890625,-29.296875,-62.5
1758510884.2394688,RECT,-55.17578125,-20.5078125,59.08203125,-25.87890625,210.9375
1758510884.243375,RECT,-21.484375,-20.5078125,43.45703125,-14.16015625,961.9140625
1758510884.2472813,RECT,-11.71875,-28.3203125,14.16015625,-13.18359375,613.76953125
1758510884.2511876,RECT,-34.1796875,-27.34375,36.1328125,-17.578125,-227.5390625
1758510884.2550938,RECT,-41.9921875,-18.06640625,96.6796875,-20.99609375,-340.8203125
1758510884.257125,RECT,-14.6484375,-25.390625,95.21484375,-15.625,-302.734375
1758510884.2610312,RECT,0.48828125,-33.203125,76.66015625,-18.5546875,-321.2890625
1758510884.2649374,RECT,-19.53125,-16.6015625,103.02734375,-27.83203125,-274.4140625
1758510884.2688437,RECT,-49.8046875,0.0,139.6484375,-37.59765625,-234.86328125
1758510884.27275,RECT,-39.0625,4.39453125,130.37109375,-36.62109375,-250.0
1758510884.2766562,RECT,-2.9296875,-5.859375,117.67578125,-24.4140625,-75.1953125
1758510884.2805624,RECT,-6.8359375,-16.6015625,131.8359375,-30.76171875,-38.0859375
1758510884.2844687,RECT,-37.59765625,-23.4375,137.6953125,-30.2734375,555.6640625
1758510884.288375,RECT,-40.0390625,-27.83203125,113.76953125,-22.4609375,592.7734375
1758510884.2922812,RECT,-12.20703125,-16.6015625,87.890625,-24.90234375,-195.80078125
1758510884.2961874,RECT,-9.27734375,-10.25390625,78.61328125,-17.578125,-136.71875
1758510884.3000937,RECT,-31.25,-9.765625,79.1015625,-16.11328125,-109.86328125
1758510884.302125,RECT,-36.1328125,-6.34765625,65.91796875,-23.92578125,-315.4296875
1758510884.3060312,RECT,-10.7421875,-9.765625,56.15234375,-20.01953125,-327.1484375
1758510884.3099375,RECT,-3.41796875,-28.80859375,62.98828125,-19.53125,-136.23046875
1758510884.3138437,RECT,-30.76171875,-15.13671875,80.078125,-27.34375,-164.0625
1758510884.31775,RECT,-48.33984375,1.46484375,95.703125,-32.2265625,-297.8515625
1758510884.3216562,RECT,-31.25,-7.32421875,80.078125,-27.83203125,-206.0546875
1758510884.3255625,RECT,-6.34765625,-12.6953125,48.33984375,-16.6015625,254.8828125
1758510884.3294687,RECT,-29.78515625,-10.25390625,23.4375,-15.625,706.54296875
1758510884.333375,RECT,-64.453125,-10.7421875,12.6953125,-27.83203125,153.3203125
1758510884.3372812,RECT,-44.43359375,-16.6015625,23.4375,-31.25,-265.13671875
1758510884.3411875,RECT,-19.04296875,-34.1796875,12.6953125,-35.64453125,157.2265625
1758510884.3450937,RECT,-31.25,-25.87890625,-7.32421875,-41.50390625,291.9921875
1758510884.347125,RECT,-48.828125,17.578125,-10.25390625,-38.0859375,-300.29296875
1758510884.3510313,RECT,-35.64453125,23.92578125,-35.15625,-39.0625,-400.390625
1758510884.3549376,RECT,-6.34765625,22.94921875,-56.640625,-37.109375,-193.84765625
1758510884.3588438,RECT,-10.7421875,23.4375,-26.85546875,-37.59765625,-138.18359375
1758510884.36275,RECT,-43.45703125,0.48828125,6.8359375,-55.17578125,-236.328125
1758510884.3666563,RECT,-58.10546875,2.9296875,13.18359375,-60.05859375,-53.7109375
1758510884.3705626,RECT,-38.0859375,16.6015625,3.90625,-55.6640625,225.5859375
1758510884.3744688,RECT,-18.5546875,21.97265625,-3.41796875,-50.78125,51.7578125
1758510884.378375,RECT,-37.59765625,20.01953125,-17.578125,-52.24609375,-262.6953125
1758510884.3822813,RECT,-62.98828125,5.37109375,-6.8359375,-62.01171875,-240.72265625
1758510884.3861876,RECT,-54.19921875,6.8359375,12.20703125,-62.01171875,182.6171875
1758510884.3900938,RECT,-33.203125,4.39453125,14.16015625,-60.546875,285.64453125
1758510884.393125,STAR,-42.96875,-1.953125,2.9296875,-55.17578125,-86.9140625
1758510884.3970313,STAR,-58.10546875,10.7421875,-2.44140625,-41.015625,-130.859375
1758510884.4009376,STAR,-45.8984375,8.30078125,8.30078125,-40.0390625,42.96875
1758510884.4048438,STAR,-29.296875,4.39453125,22.4609375,-50.78125,-174.8046875
1758510884.40875,STAR,-33.203125,10.7421875,41.9921875,-57.12890625,-316.89453125
1758510884.4126563,STAR,-45.41015625,12.20703125,47.36328125,-43.9453125,120.1171875
1758510884.4165626,STAR,-33.69140625,14.16015625,39.0625,-26.3671875,494.140625
1758510884.4204688,STAR,0.0,12.20703125,50.78125,-23.92578125,70.80078125
1758510884.424375,STAR,20.5078125,12.6953125,64.453125,-13.671875,-198.2421875
1758510884.4282813,STAR,3.90625,-9.27734375,54.6875,-4.39453125,155.2734375
1758510884.4321876,STAR,-2.9296875,-29.296875,25.87890625,1.953125,375.0
1758510884.4360938,STAR,20.01953125,-10.7421875,7.8125,3.41796875,-207.51953125
1758510884.452125,RECT,21.97265625,-0.48828125,25.87890625,-4.39453125,-319.3359375
1758510884.4560313,RECT,-9.27734375,-6.34765625,47.36328125,-5.859375,-187.5
1758510884.4599376,RECT,-40.0390625,-10.7421875,49.8046875,-6.8359375,-100.5859375
1758510884.4638438,RECT,-30.2734375,-17.578125,42.96875,-10.7421875,-213.37890625
1758510884.46775,RECT,-3.90625,-23.4375,32.71484375,-5.859375,-236.81640625
1758510884.4716563,RECT,-23.4375,-21.484375,19.53125,-4.39453125,378.41796875
1758510884.4755626,RECT,-55.6640625,-15.625,28.3203125,-16.6015625,392.08984375
1758510884.4794688,RECT,-48.33984375,-27.83203125,18.5546875,-21.97265625,-223.14453125
1758510884.483375,RECT,-13.671875,-26.3671875,8.7890625,-14.6484375,-229.4921875
1758510884.4872813,RECT,-13.18359375,-21.484375,28.80859375,-14.6484375,115.234375
1758510884.4911876,RECT,-49.31640625,-30.76171875,39.55078125,-24.4140625,-82.03125
1758510884.4950938,RECT,-52.24609375,-27.34375,20.5078125,-21.484375,-362.3046875
1758510884.497125,RECT,-27.83203125,-26.85546875,0.9765625,-18.5546875,-152.83203125
1758510884.5010312,RECT,-21.484375,-26.3671875,29.78515625,-29.78515625,-58.10546875
1758510884.5049374,RECT,-44.921875,-23.4375,39.0625,-29.296875,-233.3984375
1758510884.5088437,RECT,-62.01171875,-15.625,14.6484375,-30.76171875,-292.48046875
1758510884.51275,RECT,-37.109375,-17.08984375,16.11328125,-22.94921875,58.59375
1758510884.5166562,RECT,-10.7421875,-24.90234375,19.53125,-16.6015625,281.73828125
1758510884.5205624,RECT,-25.390625,-23.4375,21.484375,-30.76171875,-5.859375
1758510884.5244687,RECT,-50.29296875,-17.08984375,26.85546875,-24.4140625,-146.97265625
1758510884.528375,RECT,-41.50390625,-16.6015625,20.5078125,-17.08984375,100.5859375
1758510884.5322812,RECT,-13.18359375,-21.97265625,13.18359375,-18.5546875,73.73046875
1758510884.5361874,RECT,-16.11328125,-31.25,7.8125,-22.4609375,-195.3125
1758510884.5400937,RECT,-46.38671875,-39.55078125,8.30078125,-28.3203125,-334.47265625
1758510884.542125,STAR,-47.36328125,-38.57421875,5.37109375,-22.94921875,71.77734375
1758510884.5460312,STAR,-13.18359375,-30.76171875,16.11328125,-14.16015625,595.703125
1758510884.5499375,STAR,-7.32421875,-21.97265625,30.76171875,-21.97265625,-30.2734375
1758510884.5538437,STAR,-30.76171875,-13.671875,33.203125,-19.53125,-328.61328125
1758510884.55775,STAR,-33.203125,-7.8125,23.4375,-15.13671875,-188.96484375
1758510884.5616562,STAR,-9.765625,-15.13671875,15.13671875,-12.6953125,-37.59765625
1758510884.5655625,STAR,11.23046875,-10.25390625,7.8125,3.90625,129.8828125
1758510884.5694687,STAR,7.32421875,0.9765625,6.34765625,5.859375,49.31640625
1758510884.573375,STAR,-17.578125,-12.6953125,-1.46484375,-2.44140625,480.95703125
1758510884.5772812,STAR,-15.625,-24.90234375,-17.578125,-9.27734375,495.60546875
1758510884.5811875,STAR,0.48828125,-31.73828125,-14.6484375,-23.4375,-235.83984375
1758510884.5850937,STAR,-22.4609375,-43.9453125,0.9765625,-33.203125,-244.140625
1758510884.587125,RECT,-48.828125,-36.1328125,6.8359375,-34.1796875,-184.5703125
1758510884.5910313,RECT,-31.25,-20.5078125,-11.71875,-25.390625,-344.23828125
1758510884.5949376,RECT,-5.859375,-18.06640625,-6.8359375,-21.484375,-333.0078125
1758510884.5988438,RECT,-12.6953125,-23.92578125,7.32421875,-19.53125,-144.53125
1758510884.60275,RECT,-27.83203125,-23.4375,11.71875,-15.625,-81.54296875
1758510884.6066563,RECT,-23.92578125,-8.30078125,9.765625,-10.7421875,-117.1875
1758510884.6105626,RECT,-4.39453125,-9.765625,-5.37109375,-0.9765625,-83.49609375
1758510884.6144688,RECT,6.34765625,-20.01953125,-11.71875,5.37109375,323.2421875
1758510884.618375,RECT,-9.765625,-13.671875,-23.92578125,11.23046875,901.85546875
1758510884.6222813,RECT,-32.2265625,-20.01953125,-28.3203125,-1.953125,458.0078125
1758510884.6261876,RECT,-14.16015625,-21.97265625,-12.20703125,-10.25390625,-169.43359375
1758510884.6300938,RECT,12.6953125,-15.625,-6.8359375,-0.48828125,-39.55078125
1758510884.632125,STAR,-7.8125,-25.390625,-29.296875,-3.41796875,-35.15625
1758510884.6360312,STAR,-33.203125,-38.0859375,-23.4375,-13.671875,-372.55859375
1758510884.6399374,STAR,-16.6015625,-38.0859375,0.0,-18.5546875,-336.42578125
1758510884.6438437,STAR,3.90625,-24.4140625,-11.71875,-15.625,-170.8984375
1758510884.64775,STAR,0.0,-15.13671875,-16.6015625,-1.46484375,-112.3046875
1758510884.6516562,STAR,-22.4609375,-23.4375,-0.9765625,-1.46484375,-106.93359375
1758510884.6555624,STAR,-31.25,-27.83203125,2.44140625,-5.859375,-88.8671875
1758510884.6594687,STAR,-9.27734375,-27.34375,-9.765625,5.859375,419.921875
1758510884.663375,STAR,-14.6484375,-28.3203125,-22.94921875,-7.8125,337.890625
1758510884.6672812,STAR,-33.203125,-27.34375,-13.18359375,-19.04296875,-300.29296875
1758510884.6711874,STAR,-32.2265625,-35.15625,-4.8828125,-18.06640625,-268.5546875
1758510884.6750937,STAR,-7.8125,-41.9921875,-15.625,-17.08984375,-92.28515625
